Date Time,Open,High,Low,Close,Volume,Adj Close
2021-08-24 12:40:00,447.80999755859375,447.92999267578125,447.7699890136719,447.9100036621094,106118,447.9100036621094
2021-08-24 12:45:00,447.9107971191406,447.9599914550781,447.8500061035156,447.8800048828125,130316,447.8800048828125
2021-08-24 12:50:00,447.8900146484375,447.9200134277344,447.8428955078125,447.9049987792969,99978,447.9049987792969
2021-08-24 12:55:00,447.8999938964844,447.92999267578125,447.8399963378906,447.9200134277344,102357,447.9200134277344
2021-08-24 13:00:00,447.92498779296875,448.0899963378906,447.9150085449219,448.04998779296875,233803,448.04998779296875
2021-08-24 13:05:00,448.05499267578125,448.07000732421875,447.9700012207031,448.0332946777344,458342,448.0332946777344
2021-08-24 13:10:00,448.0299987792969,448.04998779296875,447.99090576171875,448.0,82549,448.0
2021-08-24 13:15:00,448.010009765625,448.0799865722656,447.9849853515625,448.04998779296875,125715,448.04998779296875
2021-08-24 13:20:00,448.04998779296875,448.04998779296875,447.9800109863281,448.0150146484375,146042,448.0150146484375
2021-08-24 13:25:00,448.0199890136719,448.02899169921875,447.9100036621094,447.989990234375,157054,447.989990234375
2021-08-24 13:30:00,447.9949951171875,448.1199951171875,447.9949951171875,448.0899963378906,229243,448.0899963378906
2021-08-24 13:35:00,448.0899963378906,448.2099914550781,448.0799865722656,448.17999267578125,229122,448.17999267578125
2021-08-24 13:40:00,448.17999267578125,448.2900085449219,448.17999267578125,448.2049865722656,226384,448.2049865722656
2021-08-24 13:45:00,448.2099914550781,448.260009765625,448.1650085449219,448.2200012207031,168273,448.2200012207031
2021-08-24 13:50:00,448.2300109863281,448.2900085449219,448.125,448.2900085449219,152704,448.2900085449219
2021-08-24 13:55:00,448.2950134277344,448.32000732421875,448.2200012207031,448.2300109863281,218608,448.2300109863281
2021-08-24 14:00:00,448.239990234375,448.3399963378906,448.2349853515625,448.2850036621094,349338,448.2850036621094
2021-08-24 14:05:00,448.2799987792969,448.2950134277344,448.260009765625,448.2900085449219,62037,448.2900085449219
2021-08-24 14:06:56,448.2449951171875,448.2449951171875,448.2449951171875,448.2449951171875,0,448.2449951171875
