Date Time,Open,High,Low,Close,Volume,Adj Close
2021-08-25 07:15:00,447.94,448.0,447.94,447.94,0,447.94
2021-08-25 07:20:00,447.87,447.87,447.69,447.71,0,447.71
2021-08-25 07:25:00,447.74,447.79,447.69,447.75,0,447.75
2021-08-25 07:30:00,447.75,447.76,447.48,447.52,0,447.52
2021-08-25 07:35:00,447.57,447.66,447.57,447.6,0,447.6
2021-08-25 07:40:00,447.59,447.71,447.57,447.71,0,447.71
2021-08-25 07:45:00,447.7,447.82,447.7,447.82,0,447.82
2021-08-25 07:50:00,447.8,447.85,447.79,447.81,0,447.81
2021-08-25 07:55:00,447.78,447.85,447.75,447.85,0,447.85
2021-08-25 08:00:00,447.84,448.305,447.44,447.83,0,447.83
2021-08-25 08:05:00,447.82,447.9,447.81,447.89,0,447.89
2021-08-25 08:10:00,447.89,447.91,447.78,447.79,0,447.79
2021-08-25 08:15:00,447.81,447.81,447.76,447.76,0,447.76
2021-08-25 08:20:00,447.76,447.7701,447.71,447.77,0,447.77
2021-08-25 08:25:00,447.77,447.8,447.73,447.8,0,447.8
2021-08-25 08:30:00,447.81,447.9,447.72,447.9,0,447.9
2021-08-25 08:35:00,447.91,448.03,447.87,448.03,0,448.03
2021-08-25 08:40:00,448.04,448.09,448.0,448.04,0,448.04
2021-08-25 08:45:00,448.06,448.18,447.97,448.14,0,448.14
2021-08-25 08:50:00,448.138,448.14,448.01,448.07,0,448.07
2021-08-25 08:55:00,448.07,448.17,448.01,448.17,0,448.17
2021-08-25 09:00:00,448.15,448.19,448.07,448.095,0,448.095
2021-08-25 09:05:00,448.09,448.18,448.08,448.13,0,448.13
2021-08-25 09:10:00,448.13,448.15,448.05,448.09,0,448.09
2021-08-25 09:30:00,448.1700134277344,448.3399963378906,447.7699890136719,447.9849853515625,1554144,447.9849853515625
2021-08-25 09:35:00,447.989990234375,448.1650085449219,447.95001220703125,448.07000732421875,679013,448.07000732421875
2021-08-25 09:40:00,448.07000732421875,448.1700134277344,447.79998779296875,448.0082092285156,756477,448.0082092285156
2021-08-25 09:45:00,448.010009765625,448.1300048828125,447.9800109863281,448.1199951171875,326057,448.1199951171875
2021-08-25 09:50:00,448.1199951171875,448.1400146484375,447.8500061035156,447.9599914550781,322002,447.9599914550781
2021-08-25 09:55:00,447.9549865722656,448.29998779296875,447.9100036621094,448.29998779296875,309110,448.29998779296875
2021-08-25 10:00:00,448.30999755859375,448.4200134277344,448.17498779296875,448.2799987792969,691497,448.2799987792969
2021-08-25 10:05:00,448.2900085449219,448.3450012207031,448.1199951171875,448.1700134277344,320374,448.1700134277344
2021-08-25 10:10:00,448.1700134277344,448.3699951171875,448.1499938964844,448.3399963378906,301817,448.3399963378906
2021-08-25 10:15:00,448.3450012207031,448.5,448.3399963378906,448.3800048828125,393030,448.3800048828125
2021-08-25 10:20:00,448.38250732421875,448.5,448.260009765625,448.30999755859375,646452,448.30999755859375
2021-08-25 10:25:00,448.239990234375,448.3450012207031,448.17999267578125,448.239990234375,302908,448.239990234375
2021-08-25 10:30:00,448.25,448.3900146484375,448.07000732421875,448.2699890136719,420631,448.2699890136719
2021-08-25 10:35:00,448.2799987792969,448.4100036621094,448.1400146484375,448.3800048828125,259661,448.3800048828125
2021-08-25 10:40:00,448.3800048828125,448.510009765625,448.32000732421875,448.4599914550781,315026,448.4599914550781
2021-08-25 10:45:00,448.4599914550781,448.489990234375,448.3500061035156,448.4100036621094,221078,448.4100036621094
2021-08-25 10:50:00,448.3999938964844,448.5400085449219,448.2900085449219,448.5,262823,448.5
2021-08-25 10:55:00,448.4920959472656,448.5299987792969,448.375,448.4200134277344,160569,448.4200134277344
2021-08-25 11:00:00,448.4200134277344,448.49798583984375,448.3800048828125,448.4750061035156,469972,448.4750061035156
2021-08-25 11:05:00,448.4750061035156,448.6499938964844,448.4200134277344,448.56988525390625,307496,448.56988525390625
2021-08-25 11:10:00,448.5799865722656,448.739990234375,448.489990234375,448.7049865722656,481835,448.7049865722656
2021-08-25 11:15:00,448.70001220703125,448.7200012207031,448.5715026855469,448.6650085449219,207175,448.6650085449219
2021-08-25 11:20:00,448.6650085449219,448.67999267578125,448.5799865722656,448.6449890136719,219145,448.6449890136719
2021-08-25 11:25:00,448.6449890136719,448.8450012207031,448.6449890136719,448.8450012207031,276446,448.8450012207031
2021-08-25 11:30:00,448.8450012207031,448.8699951171875,448.75,448.8399963378906,261894,448.8399963378906
2021-08-25 11:35:00,448.8399963378906,448.8599853515625,448.7200012207031,448.7550048828125,158873,448.7550048828125
2021-08-25 11:40:00,448.7900085449219,449.04998779296875,448.7550048828125,448.9800109863281,318822,448.9800109863281
2021-08-25 11:45:00,448.989990234375,449.05999755859375,448.9100036621094,449.0150146484375,481531,449.0150146484375
2021-08-25 11:50:00,449.0199890136719,449.1499938964844,449.0198059082031,449.0799865722656,11955662,449.0799865722656
2021-08-25 11:55:00,449.0899963378906,449.2149963378906,449.04998779296875,449.0849914550781,308776,449.0849914550781
2021-08-25 12:00:00,449.0799865722656,449.19000244140625,449.0350036621094,449.1401062011719,226921,449.1401062011719
2021-08-25 12:05:00,449.1401062011719,449.1600036621094,449.0899963378906,449.1600036621094,130294,449.1600036621094
2021-08-25 12:10:00,449.1600036621094,449.29998779296875,449.06298828125,449.0849914550781,334124,449.0849914550781
2021-08-25 12:15:00,449.0799865722656,449.2049865722656,449.0799865722656,449.18499755859375,141095,449.18499755859375
2021-08-25 12:20:00,449.17999267578125,449.2699890136719,449.1499938964844,449.2699890136719,146327,449.2699890136719
2021-08-25 12:25:00,449.260009765625,449.3299865722656,449.18011474609375,449.29998779296875,188310,449.29998779296875
2021-08-25 12:30:00,449.2900085449219,449.32000732421875,449.239990234375,449.260009765625,161194,449.260009765625
2021-08-25 12:35:00,449.25,449.30999755859375,449.19500732421875,449.2799987792969,390135,449.2799987792969
2021-08-25 12:40:00,449.2699890136719,449.2900085449219,449.1000061035156,449.1099853515625,173498,449.1099853515625
2021-08-25 12:45:00,449.1098937988281,449.1700134277344,449.0799865722656,449.114990234375,177675,449.114990234375
2021-08-25 12:50:00,449.114990234375,449.21990966796875,449.05999755859375,449.2049865722656,446778,449.2049865722656
2021-08-25 12:55:00,449.19000244140625,449.3699951171875,449.19000244140625,449.2698974609375,255165,449.2698974609375
2021-08-25 13:00:00,449.260009765625,449.2720947265625,449.1600036621094,449.20001220703125,160312,449.20001220703125
2021-08-25 13:05:00,449.2099914550781,449.239990234375,449.1300048828125,449.17999267578125,174932,449.17999267578125
2021-08-25 13:10:00,449.17999267578125,449.260009765625,449.1401062011719,449.19000244140625,130375,449.19000244140625
2021-08-25 13:15:00,449.19000244140625,449.260009765625,449.1700134277344,449.2099914550781,214324,449.2099914550781
2021-08-25 13:20:00,449.2149963378906,449.2699890136719,449.0899963378906,449.1650085449219,188276,449.1650085449219
2021-08-25 13:25:00,449.1600036621094,449.17999267578125,449.04010009765625,449.05999755859375,159313,449.05999755859375
2021-08-25 13:30:00,449.0696105957031,449.1899108886719,449.04998779296875,449.1300048828125,313380,449.1300048828125
2021-08-25 13:35:00,449.1199951171875,449.1600036621094,449.07000732421875,449.1000061035156,207418,449.1000061035156
2021-08-25 13:40:00,449.1000061035156,449.239990234375,449.0799865722656,449.2200012207031,204964,449.2200012207031
2021-08-25 13:45:00,449.2200012207031,449.239990234375,449.1199951171875,449.1300048828125,303348,449.1300048828125
2021-08-25 13:50:00,449.125,449.1700134277344,449.05999755859375,449.1199951171875,235994,449.1199951171875
2021-08-25 13:55:00,449.1199951171875,449.1300048828125,449.0299987792969,449.05999755859375,190077,449.05999755859375
2021-08-25 14:00:00,449.07000732421875,449.1199951171875,449.0,449.05999755859375,226366,449.05999755859375
2021-08-25 14:05:00,449.05999755859375,449.2950134277344,449.05999755859375,449.2099914550781,659162,449.2099914550781
2021-08-25 14:10:00,449.20001220703125,449.25,449.17498779296875,449.2300109863281,618060,449.2300109863281
2021-08-25 14:15:00,449.2300109863281,449.2333068847656,449.0899963378906,449.1300048828125,298033,449.1300048828125
2021-08-25 14:20:00,449.1300048828125,449.1300048828125,449.0299987792969,449.125,196186,449.125
2021-08-25 14:25:00,449.1300048828125,449.2200012207031,449.1127014160156,449.17999267578125,362746,449.17999267578125
2021-08-25 14:30:00,449.1700134277344,449.20001220703125,449.05999755859375,449.07000732421875,272026,449.07000732421875
2021-08-25 14:35:00,449.07000732421875,449.0899963378906,448.8699951171875,448.9200134277344,817795,448.9200134277344
2021-08-25 14:40:00,448.9200134277344,449.114990234375,448.9100036621094,449.1000061035156,531991,449.1000061035156
2021-08-25 14:45:00,449.05999755859375,449.1050109863281,449.0199890136719,449.0299987792969,554057,449.0299987792969
2021-08-25 14:50:00,449.0199890136719,449.1199951171875,449.010009765625,449.0799865722656,646681,449.0799865722656
2021-08-25 14:55:00,449.0899963378906,449.1700134277344,449.0799865722656,449.1099853515625,274845,449.1099853515625
2021-08-25 15:00:00,449.1000061035156,449.1549987792969,448.989990234375,449.0199890136719,286023,449.0199890136719
2021-08-25 15:05:00,449.0194091796875,449.1000061035156,449.0,449.0199890136719,114598,449.0199890136719
2021-08-25 15:07:30,449.010009765625,449.010009765625,449.010009765625,449.010009765625,0,449.010009765625
